release,className,loc,commentLines,nRevisions,nAuth,nFix,locAdded,maxLocAdded,avgLocAdded,churn,maxChurn,avgChurn,locTouched,changeSetSize,maxChangeSet,avgChangeSet,age,weightedAge,cyclomaticComplexity,duplication,nBranches,maxNestingDepth,nSmells,buggy
3.1.0,src/java/main/org/apache/jute/compiler/JByte.java,0.004566,0.024943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,no
3.1.0,src/java/main/org/apache/jute/compiler/JCompType.java,0.015982,0.027211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005051,0.090909,0.0,no
3.1.0,src/java/main/org/apache/jute/compiler/JDouble.java,0.00761,0.024943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,no
3.1.0,src/java/main/org/apache/jute/compiler/JFloat.java,0.006849,0.024943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,no
3.1.0,src/java/main/org/apache/jute/compiler/JInt.java,0.004566,0.024943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,no
3.1.0,src/java/main/org/apache/jute/compiler/JLong.java,0.006849,0.024943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,no
3.1.0,src/java/main/org/apache/jute/compiler/JString.java,0.012177,0.024943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005051,0.181818,0.0,no
3.1.0,src/java/main/org/apache/zookeeper/AsyncCallback.java,0.018265,0.019274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.0,no
3.1.0,src/java/main/org/apache/zookeeper/ClientWatchManager.java,0.001522,0.035147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101,0.0,0.0,no
3.1.0,src/java/main/org/apache/zookeeper/Environment.java,0.049467,0.02381,0.016129,0.142857,0.0,0.037453,0.087413,0.117371,0.043783,0.087413,0.117371,0.020619,0.008403,0.03125,0.04386,0.048077,0.049261,0.0,0.0,0.005051,0.181818,0.0,no
3.1.0,src/java/main/org/apache/zookeeper/Quotas.java,0.009132,0.05102,0.016129,0.142857,0.0,0.025468,0.059441,0.079812,0.029772,0.059441,0.079812,0.014021,0.011765,0.04375,0.061404,0.004808,0.004926,0.0,0.0,0.010101,0.090909,0.0,no
3.1.0,src/java/main/org/apache/zookeeper/StatsTrack.java,0.025875,0.062358,0.016129,0.142857,0.0,0.037828,0.088287,0.118545,0.044221,0.088287,0.118545,0.020825,0.011765,0.04375,0.061404,0.004808,0.004926,0.0,0.0,0.030303,0.181818,0.0,no
3.1.0,src/java/main/org/apache/zookeeper/common/PathTrie.java,0.114916,0.122449,0.016129,0.142857,0.0,0.104869,0.244755,0.328638,0.122592,0.244755,0.328638,0.057732,0.011765,0.04375,0.061404,0.004808,0.004926,0.0,0.0,0.131313,0.363636,0.0,no
3.1.0,src/java/main/org/apache/zookeeper/jmx/CommonNames.java,0.002283,0.02381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no
3.1.0,src/java/main/org/apache/zookeeper/jmx/MBeanRegistry.java,0.091324,0.064626,0.032258,0.142857,0.0,0.025468,0.02972,0.039906,0.012259,0.012238,0.016432,0.022268,0.026891,0.05,0.070175,0.004808,0.004926,0.0,0.0,0.075758,0.272727,0.0,no
